N,K,time
3512000,127,153.952362
3513000,119,128.445557
3514000,123,167.409210
3515000,1103,141.825516
3516000,3564,240.694336
3517000,118,150.783524
3518000,131,185.036423
3519000,114,127.324944
3520000,128,161.349442
3521000,131,143.705704
3522000,131,171.933243
3523000,130,154.302063
3524000,119,131.550964
3525000,125,166.595947
3526000,126,190.503098
3527000,119,154.246048
3528000,110,188.709641
3529000,105,154.226273
3530000,131,146.858414
3531000,123,209.447006
3532000,1171,165.357986
3533000,129,158.363297
3534000,119,153.000275
3535000,1210,157.918427
3536000,1240,154.873215
3537000,1176,116.444458
3538000,1158,176.042633
3539000,1212,126.497826
3540000,1173,351.168488
3541000,122,182.428894
3542000,1165,183.971939
3543000,132,193.450119
3544000,118,185.900970
3545000,139,158.621048
3546000,118,153.193542
3547000,123,129.054153
3548000,111,155.970795
3549000,358,198.765945
3550000,1195,177.021255
3551000,1233,169.594986
3552000,126,142.272751
3553000,137,160.823792
3554000,7477,222.892105
3555000,1205,85.596992
3556000,1213,148.950439
3557000,1200,126.638222
3558000,3603,230.103165
3559000,118,196.862640
3560000,1195,144.555695
3561000,1161,170.036987
3562000,1162,165.836426
3563000,1197,110.452271
3564000,1198,136.920013
3565000,1194,375.001068
3566000,133,133.768036
3567000,131,178.833389
3568000,1195,141.815765
3569000,1211,152.514816
3570000,1199,156.702805
3571000,1210,184.905319
3572000,1220,157.437927
3573000,7371,298.513489
3574000,1199,171.807129
3575000,1176,159.287231
3576000,1166,157.949905
3577000,1198,140.211197
3578000,1210,139.640106
3579000,1216,122.463707
3580000,1164,194.100449
3581000,1192,180.057693
3582000,130,155.820740
3583000,1288,170.237366
3584000,1212,165.336075
3585000,122,144.727722
3586000,1172,170.540665
3587000,1210,133.426697
3588000,1179,150.254272
3589000,1219,168.008301
3590000,1164,139.921936
3591000,1249,126.101082
3592000,1201,193.209259
3593000,1164,171.977798
3594000,1249,145.525024
3595000,116,207.145493
3596000,1189,185.060074
3597000,1235,187.095551
3598000,1211,166.041916
3599000,1209,161.796356
3600000,1196,166.340912
3601000,147,177.557922
3602000,113,171.759430
3603000,138,165.991898
3604000,1200,129.326614
3605000,1217,117.189133
3606000,114,145.382263
3607000,133,181.558716
3608000,1290,153.790176
3609000,1265,118.012657
3610000,1230,133.679474
3611000,1205,148.143478
3612000,1212,178.215485
3613000,123,156.088913
3614000,117,150.509293
3615000,116,178.000732
3616000,130,142.386612
3617000,128,164.000732
3618000,121,172.288773
3619000,137,165.118759
3620000,121,149.504150
3621000,1217,158.740616
3622000,144,176.721527
3623000,127,151.658997
3624000,1221,135.941879
3625000,1201,102.310143
3626000,129,148.931183
3627000,131,166.069214
3628000,143,200.381668
3629000,135,154.227875
3630000,5728,231.750839
3631000,118,185.646210
3632000,7243,453.284363
3633000,140,151.567413
3634000,121,157.627197
3635000,124,144.591034
3636000,129,147.214722
3637000,134,167.254730
3638000,121,184.777374
3639000,118,175.247452
3640000,127,144.740204
3641000,133,124.001297
3642000,145,147.483475
3643000,119,161.285416
3644000,1229,157.828522
3645000,128,157.775330
3646000,130,156.009186
3647000,122,132.713760
3648000,1225,150.614334
3649000,1210,172.192856
3650000,1230,137.916748
3651000,134,187.200211
3652000,124,165.716415
3653000,1179,161.935196
3654000,132,172.631882
3655000,124,155.228073
3656000,134,144.659439
3657000,135,180.197418
3658000,131,164.545410
3659000,120,154.441513
3660000,129,189.141968
3661000,136,146.661636
3662000,135,169.439743
3663000,126,158.435242
3664000,3934,264.826050
3665000,1260,163.019348
3666000,1242,159.429428
3667000,1234,383.734222
3668000,1208,152.992081
3669000,4445,297.808258
3670000,140,175.971970
3671000,141,151.013367
3672000,128,198.979950
3673000,131,175.146790
3674000,131,131.265060
3675000,3714,287.855591
3676000,1241,180.260773
3677000,130,180.088531
3678000,141,159.575012
3679000,141,177.337067
3680000,3722,165.924194
3681000,148,155.480103
3682000,137,173.057632
3683000,120,168.118286
3684000,137,178.786880
3685000,120,154.886536
3686000,126,147.743408
3687000,132,147.626511
3688000,141,196.264328
3689000,140,140.430237
3690000,141,134.319092
3691000,133,178.784225
3692000,136,180.590454
3693000,140,186.077698
3694000,134,161.956345
3695000,120,188.711075
3696000,3742,211.576340
3697000,135,169.600052
3698000,127,169.468948
3699000,135,153.064560
3700000,126,148.025101
3701000,3747,267.198181
3702000,132,180.495834
3703000,118,182.338318
3704000,139,159.359177
3705000,127,177.249084
3706000,140,142.405045
3707000,130,175.481461
3708000,129,208.358414
3709000,127,138.357529
3710000,115,151.727615
3711000,145,136.806595
3712000,1257,151.953445
3713000,135,161.927048
3714000,1213,163.498444
3715000,1248,165.779144
3716000,1226,125.538696
3717000,1255,163.737869
3718000,1214,187.189911
3719000,1233,191.185028
3720000,1237,185.072220
3721000,1199,170.948196
3722000,1254,201.035065
3723000,1230,157.979691
3724000,137,181.444458
3725000,141,154.650330
3726000,136,174.417633
3727000,7191,281.475647
3728000,141,127.058304
3729000,145,203.575851
3730000,1234,176.391266
3731000,144,193.044678
3732000,134,183.201233
3733000,124,187.879807
3734000,122,164.346619
3735000,141,180.549759
3736000,131,138.190155
3737000,130,155.564178
3738000,137,147.952698
3739000,130,188.259979
3740000,1207,147.832779
3741000,1277,119.709541
3742000,1278,160.687790
3743000,1245,165.298340
3744000,146,162.276108
3745000,147,154.524109
3746000,128,159.540207
3747000,146,127.285225
3748000,129,176.875473
3749000,144,145.920044
3750000,126,167.151840
3751000,132,163.336365
3752000,141,182.874832
3753000,123,167.625458
3754000,135,172.800171
3755000,139,170.548355
3756000,133,246.639557
3757000,139,148.325882
3758000,127,182.075165
3759000,131,147.810699
3760000,144,199.394897
3761000,122,160.742462
3762000,128,155.707367
3763000,131,170.207443
3764000,127,189.418747
3765000,134,150.035690
3766000,122,117.089912
3767000,140,168.521606
3768000,123,181.188858
3769000,140,193.140762
3770000,1268,141.891617
3771000,1305,174.301712
3772000,1267,167.090057
3773000,1249,182.438675
3774000,1259,127.828194
3775000,1256,180.354202
3776000,1269,143.931473
3777000,1278,137.190857
3778000,125,160.879471
3779000,120,195.611206
3780000,130,165.692139
3781000,138,196.546143
3782000,130,182.379242
3783000,128,215.129364
3784000,147,184.251511
3785000,133,154.526932
3786000,146,126.870155
3787000,130,171.808014
3788000,132,200.206467
3789000,136,155.087112
3790000,124,149.265427
3791000,135,184.448334
3792000,136,190.925308
3793000,142,126.185272
3794000,140,163.628815
3795000,134,179.878464
3796000,119,153.848221
3797000,131,172.867828
3798000,135,132.053162
3799000,139,168.694839
3800000,128,201.100342
3801000,140,167.279968
3802000,130,129.656860
3803000,130,164.014648
3804000,135,163.332001
3805000,141,177.559708
3806000,131,171.154770
3807000,131,181.710052
3808000,134,144.306534
3809000,123,199.982269
3810000,150,176.408997
3811000,136,173.002625
3812000,135,156.063095
3813000,133,151.502411
3814000,136,165.555374
3815000,1287,97.735909
3816000,1242,158.212662
3817000,1407,158.640289
3818000,1276,179.831726
3819000,1290,167.065552
3820000,1312,182.472900
3821000,137,155.053238
3822000,137,175.157700
3823000,123,166.881241
3824000,146,199.998947
3825000,124,149.216156
3826000,144,181.281342
3827000,133,171.012451
3828000,132,169.236221
3829000,136,152.754974
3830000,146,154.344040
3831000,137,179.869461
3832000,132,204.741699
3833000,135,186.729416
3834000,137,169.529251
3835000,159,198.297165
3836000,1254,173.112183
3837000,1262,178.218811
3838000,1268,177.855438
3839000,1263,172.772552
3840000,1336,170.070679
3841000,1341,187.645645
3842000,1296,205.458771
3843000,141,137.515305
3844000,125,174.305695
3845000,142,160.863327
3846000,128,204.304779
3847000,141,128.799454
3848000,129,140.960541
3849000,136,192.095276
3850000,140,138.122238
3851000,1310,131.271515
3852000,1292,166.169128
3853000,1332,136.621490
3854000,140,195.598129
3855000,137,174.977966
3856000,137,167.001190
3857000,125,166.710068
3858000,136,150.547714
3859000,126,201.304611
3860000,149,153.803436
3861000,158,173.360214
3862000,136,175.927124
3863000,138,187.417297
3864000,133,187.267578
3865000,1279,167.769806
3866000,1302,173.644821
3867000,1272,170.041229
3868000,1281,128.731094
3869000,1325,125.612389
3870000,1285,158.099136
3871000,1315,168.882095
3872000,1302,186.952972
3873000,143,203.747742
3874000,1272,176.908630
3875000,146,215.413681
3876000,135,179.703644
3877000,138,133.175217
3878000,142,176.191742
3879000,146,193.456512
3880000,137,161.087341
3881000,142,155.015564
3882000,1323,166.801636
3883000,132,169.217010
3884000,146,175.418182
3885000,133,160.684738
3886000,128,209.906906
3887000,137,134.672836
3888000,148,171.075684
3889000,145,155.315338
3890000,141,166.273026
3891000,1297,187.012390
3892000,137,142.592545
3893000,134,175.958206
3894000,138,190.644806
3895000,147,193.522751
3896000,144,141.982727
3897000,137,177.254135
3898000,129,175.418793
3899000,1331,392.475891
3900000,145,146.205460
3901000,146,170.513641
3902000,136,164.191620
3903000,144,192.335236
3904000,157,151.759399
3905000,7775,283.978760
3906000,1335,163.175980
3907000,1350,190.122452
3908000,1365,152.861801
3909000,1300,169.360657
3910000,1377,171.700150
3911000,1312,183.948685
3912000,1275,140.558319
3913000,1320,170.564926
3914000,133,180.403641
3915000,138,153.671600
3916000,136,184.688263
3917000,147,169.051361
3918000,167,176.641510
3919000,143,164.828156
3920000,147,171.780563
3921000,139,209.194809
3922000,133,196.179993
3923000,132,156.347794
3924000,146,176.956268
3925000,161,177.289795
3926000,1382,181.446838
3927000,149,140.218170
3928000,137,198.117935
3929000,135,158.762634
3930000,134,182.508026
3931000,145,195.592651
3932000,143,160.649307
3933000,8113,278.408478
3934000,153,139.353241
3935000,1336,175.192673
3936000,116,164.573273
3937000,1313,151.814362
3938000,141,207.056351
3939000,1314,172.303406
3940000,1347,166.499329
3941000,1304,155.731552
3942000,1341,184.945358
3943000,1342,378.006958
3944000,145,204.158920
3945000,141,178.387421
3946000,132,173.735168
3947000,151,187.457352
3948000,144,156.891449
3949000,141,151.067459
3950000,148,190.516205
3951000,154,176.002304
3952000,136,175.329208
3953000,120,183.622284
3954000,140,167.804047
3955000,142,180.068741
3956000,158,142.162384
3957000,136,190.072144
3958000,124,182.339508
3959000,1353,193.272675
3960000,157,180.062500
3961000,136,173.983688
3962000,1351,193.852753
3963000,1330,176.811249
3964000,1393,172.662796
3965000,1375,214.111618
3966000,138,166.964142
3967000,1357,188.604218
3968000,1361,165.163391
3969000,146,167.523453
3970000,1333,192.754761
3971000,1339,142.991974
3972000,150,185.918564
3973000,8102,301.961151
3974000,138,189.903900
3975000,136,189.934464
3976000,1379,179.054031
